Fn1 Fibr/Hepa [-2.531114339828491, -2.65055513381958, -2.627537965774536, -2.627577066421509, -2.5891287326812744, -2.6367862224578857, -2.605165719985962, -2.5900511741638184, -2.6955950260162354, -2.8648529052734375] [3.684169958587641e-83, 4.881601361946754e-87, 1.2689587455359606e-84, 7.331851074989238e-89, 5.0933871275720433e-85, 2.6009470373378335e-86, 3.096919944130796e-85, 4.240049724686955e-85, 6.252470234390879e-91, 5.719008952054524e-93] <->markers: Fibr >= Hepa
Hgf Fibr/LSEC [-1.1120049953460693, -1.1049631834030151, -1.1669788360595703, -1.2131563425064087, -1.2326979637145996, -1.161507487297058, -1.3817960023880005, -1.305757761001587, -1.047332525253296, -1.3268890380859375] [2.210649247206839e-11, 4.765124211181947e-10, 6.970323851146044e-12, 3.932094689337629e-12, 1.0140816095056975e-14, 1.1534220082595544e-13, 2.068359887333571e-14, 1.1364180091467491e-15, 1.1196538466945872e-11, 3.209506625058266e-14] <->markers: Fibr >= LSEC
Fn1 Fibr/Stel [-0.8720192909240723, -0.8310429453849792, -0.9572870135307312, -0.9486576318740845, -0.8975077867507935, -0.9238000512123108, -0.9906830191612244, -0.9300487041473389, -0.9773860573768616, -1.1282190084457397] [3.2819782319456796e-19, 1.9309580084066608e-16, 8.242120552441413e-20, 6.879529641716759e-17, 1.37342344857662e-17, 8.723807179672061e-17, 6.982942355078945e-17, 6.28605953899142e-17, 1.039814689148124e-18, 5.332834724192323e-22] <->markers: Fibr >= Stel
Hgf Fibr/Stel [-3.0879909992218018, -3.163001537322998, -3.117892265319824, -3.092595100402832, -3.008572816848755, -3.1174683570861816, -3.2811877727508545, -3.0843372344970703, -2.810332775115967, -3.1297802925109863] [4.3629140952626803e-75, 6.541991325725247e-80, 1.3348237995466617e-74, 4.877728283956323e-76, 1.1570997639589717e-72, 1.957599062608041e-77, 5.246133535609714e-81, 1.1081345765224582e-74, 1.1692224317698865e-71, 1.6690137119406602e-76] <->markers: Fibr >= Stel
Cxcl12 Fibr/Stel [-1.1389803886413574, -1.2539033889770508, -1.4032831192016602, -1.2312222719192505, -1.4190032482147217, -1.5324233770370483, -1.3663482666015625, -1.102807879447937, -1.2499271631240845] [1.4087253520109239e-05, 2.927909520893289e-06, 2.8566089156722805e-06, 4.8480681709865195e-06, 6.289553546499923e-07, 3.058257948262511e-08, 2.9885920397932655e-06, 7.719778359025105e-05, 1.6941895458668396e-05] <->markers: Fibr >= Stel
Reln Fibr/Stel [-3.9281227588653564, -3.957726001739502, -4.198252201080322, -3.917579174041748, -4.073309421539307, -4.005161762237549, -4.0182037353515625, -3.6241750717163086, -3.9560656547546387, -4.050168037414551] [3.3316802021973265e-86, 1.6720690287191973e-88, 5.161027844434038e-92, 1.1714252372402985e-87, 9.193391948193064e-90, 3.7467370311765575e-90, 2.0246399229414452e-84, 8.196666329242748e-81, 5.541162237856492e-86, 1.0157842960122787e-87] <->markers: Fibr >= Stel
Plpp1 Fibr/Stel [2.3659026622772217, 1.7045049667358398, 1.6636731624603271, 1.9781184196472168, 1.7237735986709595, 1.7255456447601318, 1.6746344566345215, 1.792236566543579, 1.9174126386642456, 1.7327721118927002] [1.0000628091781344e-11, 6.307249134834617e-09, 9.722554238485289e-08, 7.368923277197876e-09, 7.333424042711419e-08, 3.4288578804620624e-09, 7.185928268510188e-07, 1.9815524256319862e-09, 2.6350438934972553e-09, 1.1153621733893635e-08] <->markers: Fibr <= Stel
Lpl Fibr/Stel [2.929344654083252, 3.132772922515869, 2.957637071609497, 2.644528865814209, 2.895134925842285, 2.816582441329956, 3.2714216709136963, 3.1889023780822754, 2.9605016708374023, 2.5385289192199707] [6.808094043406515e-26, 4.053774652257958e-27, 2.27223020028699e-22, 1.4657238804667992e-23, 6.048481630991625e-25, 3.3664593507721203e-21, 6.652099023511614e-30, 2.6464352590997063e-28, 1.5659977382452376e-26, 1.1238438197697191e-20] <->markers: Fibr <= Stel
Axl Fibr/Stel [0.9538008570671082, 1.0240352153778076, 1.0247488021850586, 0.8034549951553345, 1.0571229457855225, 1.0138278007507324, 1.0091569423675537, 0.8696867227554321, 1.0778454542160034, 0.7432570457458496] [5.400229592604256e-09, 5.068373313532055e-10, 2.6752660997636374e-08, 2.7295834836653733e-07, 7.2060412437676714e-09, 3.3697878965835995e-07, 2.222693447035189e-08, 2.5820285914707763e-06, 1.7809789202221332e-10, 3.912093916784533e-06] <->markers: Fibr <= Stel
Plpp1 Fibr/Kupf [2.3059394359588623, 2.579556941986084, 2.467817544937134, 2.470655918121338, 2.016859531402588, 2.3720664978027344, 2.16194486618042, 2.6942806243896484, 2.347203493118286, 1.9949976205825806] [1.5077052260505484e-12, 3.079653687398421e-13, 1.2513707175223852e-11, 4.0152918168818725e-11, 4.8009803324442634e-09, 6.787921885860329e-13, 4.1903744633896907e-10, 2.870207053056252e-13, 9.311574510892828e-13, 8.508813756650835e-11] <->markers: Fibr <= Kupf
